Feeder 1: HELICS interfaces created.
Feeder config: case=/home/teng/benchmark_118_10_8500_Andes_OpenDSS/13Bus/IEEE13Nodeckt.dss voltage_bus=650 power_topic=Feeder1_Power voltage_topic=TxInterfaceVoltage broker=tcp://127.0.0.1:23671 interface_base=100.000 MVA load_scale=1.000 uninterruptible=False
Feeder: co-simulation step schedule = 0.005s until t=1.580s, then 0.020s
Feeder FIDVR config: disabled.
Feeder 1: initial guess TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 Stage=DISABLED AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu
Feeder 1: pre-fault health source_v=1.030000 pu dist_bus=650 dist_v=1.029844 pu alert=650 |V1| alert_v=1.029844 pu min_expected=0.950 pu
Feeder 1: entered HELICS initialization mode.
[Feeder01 init 01] TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 dV=inf dS=3.013e-07 Stage=DISABLED SlipAvg=nan SlipMax=nan
[Feeder01 init 02] TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 dV=1.930e-03 dS=1.685e-07 Stage=DISABLED SlipAvg=nan SlipMax=nan
[Feeder01 init 03] TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 dV=0.000e+00 dS=1.848e-07 Stage=DISABLED SlipAvg=nan SlipMax=nan
Feeder 1: initialization handshake converged.
Feeder 1: target simulation time = 4.000 s
[Feeder01] iter=000001 t_granted=0.005s (t_req=0.005s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871418 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000730 t_granted=3.405s (t_req=3.405s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030042 pu ang=-2.121488 deg | DistBus=650 Vavg=1.029886 pu Va=1.029860 pu Vb=1.029918 pu Vc=1.029880 pu Vpos=1.029886 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029886 pu AlertVpos=1.029886 pu AlertVavg=1.029886 pu | TotalPower=-3602.79 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030042 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000731 t_granted=3.405s (t_req=3.425s, dt=0.020s) state=ITERATING | Vupdate=True V=1.030040 pu ang=-2.120610 deg | DistBus=650 Vavg=1.029884 pu Va=1.029858 pu Vb=1.029916 pu Vc=1.029878 pu Vpos=1.029884 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029884 pu AlertVpos=1.029884 pu AlertVavg=1.029884 pu | TotalPower=-3602.78 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030040 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000732 t_granted=3.410s (t_req=3.425s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030040 pu ang=-2.120389 deg | DistBus=650 Vavg=1.029884 pu Va=1.029858 pu Vb=1.029916 pu Vc=1.029878 pu Vpos=1.029884 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029884 pu AlertVpos=1.029884 pu AlertVavg=1.029884 pu | TotalPower=-3602.78 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030040 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000733 t_granted=3.430s (t_req=3.430s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030040 pu ang=-2.120389 deg | DistBus=650 Vavg=1.029884 pu Va=1.029858 pu Vb=1.029916 pu Vc=1.029878 pu Vpos=1.029884 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029884 pu AlertVpos=1.029884 pu AlertVavg=1.029884 pu | TotalPower=-3602.78 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030040 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000734 t_granted=3.430s (t_req=3.450s, dt=0.020s) state=ITERATING | Vupdate=True V=1.030039 pu ang=-2.119500 deg | DistBus=650 Vavg=1.029883 pu Va=1.029857 pu Vb=1.029915 pu Vc=1.029877 pu Vpos=1.029883 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029883 pu AlertVpos=1.029883 pu AlertVavg=1.029883 pu | TotalPower=-3602.78 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030039 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000735 t_granted=3.435s (t_req=3.450s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030039 pu ang=-2.119277 deg | DistBus=650 Vavg=1.029883 pu Va=1.029857 pu Vb=1.029915 pu Vc=1.029877 pu Vpos=1.029883 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029883 pu AlertVpos=1.029883 pu AlertVavg=1.029883 pu | TotalPower=-3602.78 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030039 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000736 t_granted=3.455s (t_req=3.455s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030039 pu ang=-2.119277 deg | DistBus=650 Vavg=1.029883 pu Va=1.029857 pu Vb=1.029915 pu Vc=1.029877 pu Vpos=1.029883 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029883 pu AlertVpos=1.029883 pu AlertVavg=1.029883 pu | TotalPower=-3602.78 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030039 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000737 t_granted=3.455s (t_req=3.475s, dt=0.020s) state=ITERATING | Vupdate=True V=1.030038 pu ang=-2.118380 deg | DistBus=650 Vavg=1.029882 pu Va=1.029856 pu Vb=1.029914 pu Vc=1.029876 pu Vpos=1.029882 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029882 pu AlertVpos=1.029882 pu AlertVavg=1.029882 pu | TotalPower=-3602.78 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030038 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000738 t_granted=3.460s (t_req=3.475s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030038 pu ang=-2.118155 deg | DistBus=650 Vavg=1.029882 pu Va=1.029856 pu Vb=1.029914 pu Vc=1.029876 pu Vpos=1.029882 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029882 pu AlertVpos=1.029882 pu AlertVavg=1.029882 pu | TotalPower=-3602.78 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030038 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000739 t_granted=3.480s (t_req=3.480s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030038 pu ang=-2.118155 deg | DistBus=650 Vavg=1.029882 pu Va=1.029856 pu Vb=1.029914 pu Vc=1.029876 pu Vpos=1.029882 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029882 pu AlertVpos=1.029882 pu AlertVavg=1.029882 pu | TotalPower=-3602.78 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030038 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000740 t_granted=3.480s (t_req=3.500s, dt=0.020s) state=ITERATING | Vupdate=True V=1.030037 pu ang=-2.117253 deg | DistBus=650 Vavg=1.029881 pu Va=1.029855 pu Vb=1.029913 pu Vc=1.029875 pu Vpos=1.029881 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029881 pu AlertVpos=1.029881 pu AlertVavg=1.029881 pu | TotalPower=-3602.78 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030037 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000741 t_granted=3.485s (t_req=3.500s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030036 pu ang=-2.117027 deg | DistBus=650 Vavg=1.029880 pu Va=1.029854 pu Vb=1.029912 pu Vc=1.029874 pu Vpos=1.029880 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029880 pu AlertVpos=1.029880 pu AlertVavg=1.029880 pu | TotalPower=-3602.78 kW, -1698.15 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030036 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000742 t_granted=3.505s (t_req=3.505s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030036 pu ang=-2.117027 deg | DistBus=650 Vavg=1.029880 pu Va=1.029854 pu Vb=1.029912 pu Vc=1.029874 pu Vpos=1.029880 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029880 pu AlertVpos=1.029880 pu AlertVavg=1.029880 pu | TotalPower=-3602.78 kW, -1698.15 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030036 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000743 t_granted=3.505s (t_req=3.525s, dt=0.020s) state=ITERATING | Vupdate=True V=1.030036 pu ang=-2.116122 deg | DistBus=650 Vavg=1.029880 pu Va=1.029854 pu Vb=1.029912 pu Vc=1.029874 pu Vpos=1.029880 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029880 pu AlertVpos=1.029880 pu AlertVavg=1.029880 pu | TotalPower=-3602.78 kW, -1698.15 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030036 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000744 t_granted=3.510s (t_req=3.525s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030036 pu ang=-2.115895 deg | DistBus=650 Vavg=1.029880 pu Va=1.029854 pu Vb=1.029912 pu Vc=1.029874 pu Vpos=1.029880 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029880 pu AlertVpos=1.029880 pu AlertVavg=1.029880 pu | TotalPower=-3602.78 kW, -1698.15 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030036 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000745 t_granted=3.530s (t_req=3.530s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030036 pu ang=-2.115895 deg | DistBus=650 Vavg=1.029880 pu Va=1.029854 pu Vb=1.029912 pu Vc=1.029874 pu Vpos=1.029880 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029880 pu AlertVpos=1.029880 pu AlertVavg=1.029880 pu | TotalPower=-3602.78 kW, -1698.15 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030036 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000746 t_granted=3.530s (t_req=3.550s, dt=0.020s) state=ITERATING | Vupdate=True V=1.030035 pu ang=-2.114989 deg | DistBus=650 Vavg=1.029879 pu Va=1.029853 pu Vb=1.029911 pu Vc=1.029873 pu Vpos=1.029879 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029879 pu AlertVpos=1.029879 pu AlertVavg=1.029879 pu | TotalPower=-3602.78 kW, -1698.15 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030035 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000747 t_granted=3.535s (t_req=3.550s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030035 pu ang=-2.114762 deg | DistBus=650 Vavg=1.029879 pu Va=1.029853 pu Vb=1.029911 pu Vc=1.029873 pu Vpos=1.029879 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029879 pu AlertVpos=1.029879 pu AlertVavg=1.029879 pu | TotalPower=-3602.78 kW, -1698.15 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030035 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000748 t_granted=3.555s (t_req=3.555s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030035 pu ang=-2.114762 deg | DistBus=650 Vavg=1.029879 pu Va=1.029853 pu Vb=1.029911 pu Vc=1.029873 pu Vpos=1.029879 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029879 pu AlertVpos=1.029879 pu AlertVavg=1.029879 pu | TotalPower=-3602.78 kW, -1698.15 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030035 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000749 t_granted=3.555s (t_req=3.575s, dt=0.020s) state=ITERATING | Vupdate=True V=1.030035 pu ang=-2.113856 deg | DistBus=650 Vavg=1.029879 pu Va=1.029853 pu Vb=1.029911 pu Vc=1.029873 pu Vpos=1.029879 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029879 pu AlertVpos=1.029879 pu AlertVavg=1.029879 pu | TotalPower=-3602.78 kW, -1698.15 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030035 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000750 t_granted=3.560s (t_req=3.575s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030034 pu ang=-2.113629 deg | DistBus=650 Vavg=1.029878 pu Va=1.029852 pu Vb=1.029910 pu Vc=1.029872 pu Vpos=1.029878 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029878 pu AlertVpos=1.029878 pu AlertVavg=1.029878 pu | TotalPower=-3602.77 kW, -1698.15 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030034 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000751 t_granted=3.580s (t_req=3.580s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030034 pu ang=-2.113629 deg | DistBus=650 Vavg=1.029878 pu Va=1.029852 pu Vb=1.029910 pu Vc=1.029872 pu Vpos=1.029878 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029878 pu AlertVpos=1.029878 pu AlertVavg=1.029878 pu | TotalPower=-3602.77 kW, -1698.15 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030034 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000752 t_granted=3.580s (t_req=3.600s, dt=0.020s) state=ITERATING | Vupdate=True V=1.030034 pu ang=-2.112723 deg | DistBus=650 Vavg=1.029878 pu Va=1.029852 pu Vb=1.029910 pu Vc=1.029872 pu Vpos=1.029878 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029878 pu AlertVpos=1.029878 pu AlertVavg=1.029878 pu | TotalPower=-3602.77 kW, -1698.15 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030034 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000753 t_granted=3.585s (t_req=3.600s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030034 pu ang=-2.112496 deg | DistBus=650 Vavg=1.029878 pu Va=1.029852 pu Vb=1.029910 pu Vc=1.029872 pu Vpos=1.029878 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029878 pu AlertVpos=1.029878 pu AlertVavg=1.029878 pu | TotalPower=-3602.77 kW, -1698.15 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030034 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000754 t_granted=3.605s (t_req=3.605s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030034 pu ang=-2.112496 deg | DistBus=650 Vavg=1.029878 pu Va=1.029852 pu Vb=1.029910 pu Vc=1.029872 pu Vpos=1.029878 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029878 pu AlertVpos=1.029878 pu AlertVavg=1.029878 pu | TotalPower=-3602.77 kW, -1698.15 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030034 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000755 t_granted=3.605s (t_req=3.625s, dt=0.020s) state=ITERATING | Vupdate=True V=1.030034 pu ang=-2.111590 deg | DistBus=650 Vavg=1.029878 pu Va=1.029852 pu Vb=1.029910 pu Vc=1.029872 pu Vpos=1.029878 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029878 pu AlertVpos=1.029878 pu AlertVavg=1.029878 pu | TotalPower=-3602.77 kW, -1698.15 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030034 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000756 t_granted=3.610s (t_req=3.625s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030034 pu ang=-2.111363 deg | DistBus=650 Vavg=1.029878 pu Va=1.029852 pu Vb=1.029910 pu Vc=1.029872 pu Vpos=1.029878 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029878 pu AlertVpos=1.029878 pu AlertVavg=1.029878 pu | TotalPower=-3602.77 kW, -1698.15 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030034 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000757 t_granted=3.630s (t_req=3.630s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030034 pu ang=-2.111363 deg | DistBus=650 Vavg=1.029878 pu Va=1.029852 pu Vb=1.029910 pu Vc=1.029872 pu Vpos=1.029878 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029878 pu AlertVpos=1.029878 pu AlertVavg=1.029878 pu | TotalPower=-3602.77 kW, -1698.15 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030034 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
